1	Available	Available	JJ	O	available	amod	2	1	['P1,660 81 811 110']
3	Rode	Rode	VBD	PERSON	ride	_	0	6	['P1,851 732 1029 787']
4	?	'	CD	PERSON	?	nsubj	54	6	['P1,851 732 1029 787']
5	,	*,	,	O	,	_	0	6	['P1,851 732 1029 787']
6	Bruce	Bruce	NNP	PERSON	Bruce	nn	11	6	['P1,1050 742 1176 779']
7	S.	S.	NNP	PERSON	S.	nn	11	6	['P1,1198 741 1235 779']
8	Lieberrnana	Lieberman'"	NNP	PERSON	Lieberrnana	nn	11	6	['P1,1257 729 1534 779']
9	?		NN	O	?	nn	11	6	['P1,1257 729 1534 779']
10	b		NN	O	b	nn	11	6	['P1,1257 729 1534 779']
11	aDepartment	'Department	NN	O	adepartment	appos	4	6	['P1,271 828 439 861']
12	of	of	IN	O	of	_	0	6	['P1,450 830 481 861']
13	Geology	Geology	NNP	O	Geology	prep_of	11	6	['P1,487 830 600 861']
14	,	,	,	O	,	_	0	6	['P1,487 830 600 861']
15	University	University	NNP	ORGANIZATION	University	appos	4	6	['P1,618 831 751 861']
16	of	of	IN	ORGANIZATION	of	_	0	6	['P1,762 830 794 861']
17	Kansas	Kansas	NNP	ORGANIZATION	Kansas	prep_of	15	6	['P1,798 831 900 858']
18	,	,	,	O	,	_	0	6	['P1,798 831 900 858']
19	120	120	CD	NUMBER	120	num	21	6	['P1,917 830 965 854']
20	Lindley	Lindlev	NNP	PERSON	Lindley	nn	21	6	['P1,975 830 1074 861']
21	Hall	Hall	NNP	PERSON	Hall	appos	4	6	['P1,1084 830 1148 858']
22	,	,	,	O	,	_	0	6	['P1,1084 830 1148 858']
23	14	14	CD	NUMBER	14	number	24	6	['P1,1165 830 1196 854']
24	75	75	CD	NUMBER	75	appos	4	6	['P1,1200 831 1229 854']
25	Jayhawk	Jayhawk	NNP	ORGANIZATION	Jayhawk	nn	26	6	['P1,1239 830 1357 861']
26	Blvd.	Blvd.	NNP	ORGANIZATION	Blvd.	dep	24	6	['P1,1366 830 1439 858']
27	,	,	,	O	,	_	0	6	['P1,1366 830 1439 858']
28	Lawrence	Lawrence	NNP	PERSON	Lawrence	appos	4	6	['P1,1453 831 1587 858']
29	,	,	,	O	,	_	0	6	['P1,1453 831 1587 858']
30	KS	KS	NN	LOCATION	k	appos	4	6	['P1,1601 830 1642 854']
31	66045-7613	66045-7613	CD	NUMBER	66045-7613	num	30	6	['P1,1654 830 1816 858']
32	,	,	,	O	,	_	0	6	['P1,1654 830 1816 858']
33	USA	USA	NNP	LOCATION	USA	nn	34	6	['P1,1834 830 1889 854']
34	hDepartment	Department	NN	O	hdepartment	appos	4	6	['P1,255 863 426 901']
35	of	of	IN	O	of	_	0	6	['P1,437 870 468 901']
36	Ecology	Ecology	NNP	O	Ecology	nn	39	6	['P1,472 870 580 901']
37	and	and	CC	O	and	_	0	6	['P1,592 870 642 894']
38	Evolutionary	Evolutionary	NNP	O	Evolutionary	nn	39	6	['P1,651 870 824 901']
39	Biology	Biology	NNP	O	Biology	prep_of	34	6	['P1,833 870 939 901']
40	,	,	,	O	,	_	0	6	['P1,833 870 939 901']
41	University	University	NNP	ORGANIZATION	University	appos	4	6	['P1,957 871 1091 901']
42	of	of	IN	ORGANIZATION	of	_	0	6	['P1,1102 870 1134 901']
43	Kansas	Kansas	NNP	ORGANIZATION	Kansas	prep_of	41	6	['P1,1137 871 1240 898']
44	,	,	,	O	,	_	0	6	['P1,1137 871 1240 898']
45	1475	1475	CD	DATE	1475	num	47	6	['P1,1256 871 1320 894']
46	Jayhawk	Jayhawk	NNP	ORGANIZATION	Jayhawk	nn	47	6	['P1,1330 870 1449 901']
47	Blvd.	Blvd.	NNP	ORGANIZATION	Blvd.	appos	4	6	['P1,1457 870 1531 898']
48	,	,	,	O	,	_	0	6	['P1,1457 870 1531 898']
49	Lawrence	Lawrence	NNP	PERSON	Lawrence	appos	4	6	['P1,1545 871 1679 898']
50	,	,	,	O	,	_	0	6	['P1,1545 871 1679 898']
51	KS	KS	NN	O	k	appos	4	6	['P1,1693 871 1734 895']
52	66045	66045	CD	NUMBER	66045	num	51	6	['P1,1745 871 1831 898']
53	,	,	,	O	,	_	0	6	['P1,1745 871 1831 898']
54	USA	USA	NNP	LOCATION	USA	xcomp	3	6	['P1,1849 871 1904 895']

1	Received	Received	VBN	O	receive	_	0	7	['P1,450 937 572 961']
2	24	24	CD	DATE	24	dobj	1	7	['P1,583 937 615 960']
3	September	September	NNP	DATE	September	tmod	1	7	['P1,628 937 768 967']
4	2003	2003	CD	DATE	2003	num	3	7	['P1,778 937 852 966']
5	;	;	:	O	;	_	0	7	['P1,778 937 852 966']
6	received	received	VBN	O	receive	parataxis	1	7	['P1,864 937 975 961']
7	in	in	IN	O	in	_	0	7	['P1,987 937 1012 960']
8	revised	revised	JJ	O	revised	amod	9	7	['P1,1022 937 1117 961']
9	form	form	NN	O	form	prep_in	6	7	['P1,1129 937 1192 961']
10	28	28	CD	DATE	28	num	9	7	['P1,1203 937 1234 961']
11	May	May	NNP	DATE	May	tmod	9	7	['P1,1247 938 1307 967']
12	2004	2004	CD	DATE	2004	num	11	7	['P1,1318 937 1392 965']
13	;	;	:	O	;	_	0	7	['P1,1318 937 1392 965']
14	accepted	accepted	VBN	O	accept	parataxis	1	7	['P1,1405 937 1519 967']
15	28	28	CD	DATE	28	dobj	14	7	['P1,1530 937 1561 961']
16	May	May	NNP	DATE	May	tmod	14	7	['P1,1574 938 1635 967']
17	2004	2004	CD	DATE	2004	num	16	7	['P1,1646 937 1711 961']

1	Abstract	Abstract	JJ	O	abstract	_	0	8	['P1,134 1084 272 1110']

1	The	The	DT	O	the	det	3	9	['P1,185 1174 241 1201']
2	Late	Late	JJ	MISC	late	amod	3	9	['P1,251 1175 315 1201']
3	Devonian	Devonian	JJ	MISC	devonian	nsubj	6	9	['P1,326 1174 469 1201']
4	was	was	VBD	O	be	cop	6	9	['P1,479 1183 535 1201']
5	a	a	DT	O	a	det	6	9	['P1,547 1183 562 1201']
6	time	time	NN	O	time	_	0	9	['P1,571 1174 635 1201']
7	of	of	IN	O	of	_	0	9	['P1,646 1174 680 1201']
8	profound	profound	JJ	O	profound	amod	12	9	['P1,685 1174 821 1209']
9	evolutionary	evolutionary	JJ	O	evolutionary	amod	12	9	['P1,832 1174 1017 1209']
10	and	and	CC	O	and	_	0	9	['P1,1028 1174 1081 1201']
11	environmental	environmental	JJ	O	environmental	amod	12	9	['P1,1091 1174 1303 1201']
12	change	change	NN	O	change	prep_of	6	9	['P1,1313 1174 1417 1209']
13	associated	associated	VBN	O	associate	partmod	12	9	['P1,1427 1174 1578 1201']
14	with	with	IN	O	with	_	0	9	['P1,1588 1174 1653 1201']
15	the	the	DT	O	the	det	16	9	['P1,1662 1174 1707 1201']
16	Frasnian	Frasnian	NNP	MISC	Frasnian	prep_with	13	9	['P1,1717 1174 2027 1201']
17	.	?	.	O	.	_	0	9	['P1,1717 1174 2027 1201']

1	?	?	NN	O	?	_	0	10	['P1,1717 1174 2027 1201']
2	.	?	.	O	.	_	0	10	['P1,1717 1174 2027 1201']

1	Famennian	Famennian	JJ	MISC	famennian	amod	2	11	['P1,1717 1174 2027 1201']
2	biodiversity	biodiversity	NN	O	biodiversity	_	0	11	['P1,134 1219 310 1254']
3	crisis	crisis	NN	O	crisis	dep	2	11	['P1,326 1219 409 1246']
4	.	.	.	O	.	_	0	11	['P1,326 1219 409 1246']

1	One	One	CD	NUMBER	one	num	2	12	['P1,427 1220 487 1246']
2	way	way	NN	O	way	nsubj	12	12	['P1,503 1228 564 1254']
3	to	to	TO	O	to	aux	4	12	['P1,579 1223 606 1246']
4	unravel	unravel	VB	O	unravel	infmod	2	12	['P1,622 1219 732 1246']
5	the	the	DT	O	the	det	7	12	['P1,747 1219 791 1246']
6	faunal	faunal	JJ	O	faunal	amod	7	12	['P1,807 1219 898 1246']
7	dynamics	dynamics	NNS	O	dynamics	dobj	4	12	['P1,914 1219 1054 1254']
8	of	of	IN	O	of	_	0	12	['P1,1070 1219 1104 1246']
9	this	this	DT	O	this	det	11	12	['P1,1114 1219 1166 1246']
10	complex	complex	NN	O	complex	nn	11	12	['P1,1183 1219 1309 1254']
11	crisis	crisis	NN	O	crisis	prep_of	7	12	['P1,1325 1219 1400 1246']
12	is	is	VBZ	O	be	_	0	12	['P1,1416 1219 1439 1246']
13	to	to	TO	O	to	aux	14	12	['P1,1454 1223 1482 1246']
14	document	document	VB	O	document	xcomp	12	12	['P1,1498 1219 1644 1246']
15	the	the	DT	O	the	det	19	12	['P1,1658 1219 1702 1246']
16	spatial	spatial	JJ	O	spatial	amod	19	12	['P1,1719 1219 1813 1254']
17	and	and	CC	O	and	_	0	12	['P1,1829 1219 1881 1246']
18	temporal	temporal	JJ	O	temporal	conj_and	16	12	['P1,1896 1219 2026 1254']
19	patterns	patterns	NNS	O	pattern	dobj	14	12	['P1,134 1269 250 1299']
20	associated	associated	VBN	O	associate	partmod	19	12	['P1,267 1265 418 1292']
21	with	with	IN	O	with	_	0	12	['P1,433 1265 498 1292']
22	biodiversity	biodiversity	NN	O	biodiversity	nn	23	12	['P1,513 1265 690 1299']
23	decline	decline	NN	O	decline	prep_with	20	12	['P1,706 1265 819 1292']
24	.	.	.	O	.	_	0	12	['P1,706 1265 819 1292']

1	This	This	DT	O	this	det	2	13	['P1,837 1265 901 1292']
2	analysis	analysis	NN	O	analysis	nsubj	3	13	['P1,918 1265 1035 1299']
3	investigates	investigates	VBZ	O	investigate	_	0	13	['P1,1052 1265 1224 1299']
4	the	the	DT	O	the	det	5	13	['P1,1241 1265 1285 1292']
5	relationship	relationship	NN	O	relationship	dobj	3	13	['P1,1301 1265 1474 1299']
6	between	between	IN	O	between	_	0	13	['P1,1490 1265 1613 1292']
7	biogeography	biogeography	NN	O	biogeography	prep_between	5	13	['P1,1628 1265 1838 1299']
8	,	,	,	O	,	_	0	13	['P1,1628 1265 1838 1299']
9	relative	relative	JJ	O	relative	amod	11	13	['P1,1855 1265 1964 1292']
10	sea	sea	NN	O	sea	nn	11	13	['P1,1981 1274 2027 1292']
11	level	level	NN	O	level	appos	7	13	['P1,135 1309 213 1342']
12	,	,	,	O	,	_	0	13	['P1,135 1309 213 1342']
13	and	and	CC	O	and	_	0	13	['P1,226 1309 279 1336']
14	environmental	environmental	JJ	O	environmental	amod	15	13	['P1,290 1309 502 1336']
15	changes	changes	NNS	O	change	nsubj	27	13	['P1,514 1309 632 1344']
16	in	in	IN	O	in	_	0	13	['P1,644 1309 672 1336']
17	Laurentian	Laurentian	NNP	O	Laurentian	nn	18	13	['P1,683 1309 842 1336']
18	brachiopod	brachiopod	NN	O	brachiopod	prep_in	15	13	['P1,852 1309 1019 1344']
19	and	and	CC	O	and	_	0	13	['P1,1031 1309 1083 1336']
20	bivalve	bivalve	JJ	O	bivalve	amod	21	13	['P1,1093 1309 1202 1336']
21	species	species	NNS	O	species	conj_and	18	13	['P1,1214 1309 1318 1344']
22	during	during	IN	O	during	_	0	13	['P1,1331 1309 1426 1344']
23	the	the	DT	O	the	det	26	13	['P1,1437 1309 1481 1336']
24	Givetian	Givetian	NNP	MISC	Givetian	nn	26	13	['P1,1493 1309 1619 1336']
25	through	through	IN	O	through	amod	26	13	['P1,1630 1309 1745 1344']
26	Famennian	Famennian	NNP	MISC	Famennian	prep_during	18	13	['P1,1756 1309 1920 1336']
27	Stages	Stages	VBZ	MISC	stage	conj_and	3	13	['P1,1933 1310 2026 1344']
28	(	(	CD	NUMBER	(	num	30	13	['P1,135 1354 231 1389']
29	upper	upper	JJ	O	upper	amod	30	13	['P1,135 1354 231 1389']
30	Middle	Middle	NN	O	middle	dobj	27	13	['P1,245 1354 351 1381']
31	to	to	TO	O	to	_	0	13	['P1,366 1358 393 1381']
32	terminal	terminal	JJ	O	terminal	amod	34	13	['P1,409 1354 531 1381']
33	Devonian	Devonian	JJ	MISC	devonian	amod	34	13	['P1,546 1354 709 1389']
34	)	)	NN	O	)	prep_to	27	13	['P1,546 1354 709 1389']
35	.	.	.	O	.	_	0	13	['P1,546 1354 709 1389']

1	Representatives	Representatives	NNS	O	representative	nsubj	2	14	['P1,726 1354 958 1389']
2	?om	&om	VBP	O	?om	_	0	14	['P1,974 1354 1045 1381']
3	all	all	DT	O	all	det	5	14	['P1,1060 1354 1095 1381']
4	major	major	JJ	O	major	amod	5	14	['P1,1110 1354 1196 1389']
5	brachiopod	brachiopod	NN	O	brachiopod	nsubjpass	12	14	['P1,1210 1354 1377 1389']
6	and	and	CC	O	and	_	0	14	['P1,1392 1354 1444 1381']
7	bivalve	bivalve	JJ	O	bivalve	amod	8	14	['P1,1458 1354 1567 1381']
8	clades	clades	NNS	O	clade	nsubjpass	12	14	['P1,1583 1354 1673 1381']
9	and	and	CC	O	and	_	0	14	['P1,1689 1354 1742 1381']
10	paleocommunities	paleocommunities	NNS	O	paleocommunity	conj_and	5	14	['P1,1755 1354 2026 1389']
11	were	were	VBD	O	be	auxpass	12	14	['P1,134 1409 205 1427']
12	examined	examined	VBN	O	examine	ccomp	2	14	['P1,218 1400 361 1427']
13	to	to	TO	O	to	aux	14	14	['P1,372 1404 399 1427']
14	provide	provide	VB	O	provide	xcomp	12	14	['P1,411 1400 524 1434']
15	a	a	DT	O	a	det	17	14	['P1,537 1409 553 1426']
16	cross-faunal	cross-faunal	JJ	O	cross-faunal	amod	17	14	['P1,564 1400 743 1427']
17	comparison	comparison	NN	O	comparison	dobj	14	14	['P1,755 1400 934 1434']
18	.	.	.	O	.	_	0	14	['P1,755 1400 934 1434']

1	Species	Species	NNP	O	Species	nn	3	15	['P1,950 1400 1070 1434']
2	?	'	CD	NUMBER	?	num	3	15	['P1,950 1400 1070 1434']
3	ranges	ranges	NNS	O	range	nsubjpass	5	15	['P1,1084 1408 1179 1434']
4	were	were	VBD	O	be	auxpass	5	15	['P1,1191 1408 1262 1427']
5	reconstructed	reconstructed	VBN	O	reconstruct	_	0	15	['P1,1274 1400 1472 1427']
6	both	both	CC	O	both	advmod	5	15	['P1,1483 1400 1549 1427']
7	spatially	spatially	RB	O	spatially	advmod	5	15	['P1,1562 1400 1685 1434']
8	and	and	CC	O	and	cc	5	15	['P1,1698 1400 1750 1427']
9	temporally	temporally	RB	O	temporally	advmod	5	15	['P1,1762 1400 1921 1434']
10	(	(	CD	NUMBER	(	nsubj	17	15	['P1,1934 1400 1971 1434']
11	at	at	IN	O	at	_	0	15	['P1,1934 1400 1971 1434']
12	the	the	DT	O	the	det	13	15	['P1,1982 1400 2026 1427']
13	level	level	NN	O	level	prep_at	10	15	['P1,135 1444 205 1471']
14	of	of	IN	O	of	_	0	15	['P1,217 1444 251 1471']
15	conodont	conodont	JJ	O	conodont	amod	16	15	['P1,259 1444 397 1471']
16	zones	zones	NNS	O	zone	prep_of	13	15	['P1,407 1444 502 1479']
17	)	)	VBP	O	)	ccomp	5	15	['P1,407 1444 502 1479']
18	using	using	VBG	O	use	xcomp	17	15	['P1,514 1444 594 1479']
19	GIS	GIS	NNS	MISC	gi	dobj	18	15	['P1,606 1445 663 1471']
20	to	to	TO	O	to	aux	21	15	['P1,675 1448 702 1471']
21	understand	understand	VB	O	understand	xcomp	18	15	['P1,714 1444 877 1471']
22	the	the	DT	O	the	det	23	15	['P1,888 1444 932 1471']
23	timing	timing	NN	O	timing	dobj	21	15	['P1,943 1444 1039 1479']
24	and	and	CC	O	and	_	0	15	['P1,1051 1444 1104 1471']
25	extent	extent	NN	O	extent	conj_and	23	15	['P1,1116 1448 1205 1471']
26	of	of	IN	O	of	_	0	15	['P1,1216 1444 1250 1471']
27	species	species	NNS	O	species	nn	28	15	['P1,1258 1444 1362 1479']
28	invasions	invasions	NNS	O	invasion	prep_of	23	15	['P1,1375 1444 1513 1471']
29	and	and	CC	O	and	_	0	15	['P1,1526 1444 1578 1471']
30	the	the	DT	O	the	det	31	15	['P1,1589 1444 1633 1471']
31	importance	importance	NN	O	importance	dobj	21	15	['P1,1646 1444 1810 1479']
32	of	of	IN	O	of	_	0	15	['P1,1822 1444 1856 1471']
33	geographic	geographic	JJ	O	geographic	amod	34	15	['P1,1863 1444 2026 1479']
34	range	range	NN	O	range	prep_of	31	15	['P1,134 1498 215 1524']
35	during	during	IN	O	during	_	0	15	['P1,235 1489 330 1524']
36	the	the	DT	O	the	det	38	15	['P1,349 1489 393 1516']
37	crisis	crisis	NN	O	crisis	nn	38	15	['P1,412 1489 488 1516']
38	interval	interval	NN	O	interval	prep_during	21	15	['P1,507 1489 626 1516']
39	.	.	.	O	.	_	0	15	['P1,507 1489 626 1516']

1	Species	Species	NNP	O	Species	nn	4	16	['P1,648 1489 768 1524']
2	?	'	NNP	O	?	nn	4	16	['P1,648 1489 768 1524']
3	geographic	geographic	JJ	O	geographic	amod	4	16	['P1,789 1489 952 1524']
4	ranges	ranges	NNS	O	range	nsubjpass	17	16	['P1,971 1498 1066 1524']
5	were	were	VBD	O	be	auxpass	6	16	['P1,1085 1498 1156 1516']
6	linked	linked	VBN	O	link	_	0	16	['P1,1175 1489 1267 1516']
7	closely	closely	RB	O	closely	advmod	6	16	['P1,1286 1489 1389 1524']
8	with	with	IN	O	with	_	0	16	['P1,1407 1489 1473 1516']
9	both	both	CC	O	both	preconj	12	16	['P1,1490 1489 1556 1516']
10	relative	relative	JJ	O	relative	amod	12	16	['P1,1574 1489 1684 1516']
11	sea-level	sea-level	JJ	O	sea-level	amod	12	16	['P1,1704 1489 1832 1516']
12	change	change	NN	O	change	prep_with	6	16	['P1,1852 1489 1955 1524']
13	and	and	CC	O	and	_	0	16	['P1,1974 1489 2027 1516']
14	depositional	depositional	JJ	O	depositional	amod	15	16	['P1,135 1535 315 1569']
15	environment	environment	NN	O	environment	prep_with	6	16	['P1,337 1535 523 1562']
16	and	and	CC	O	and	_	0	16	['P1,546 1535 598 1562']
17	expanded	expanded	VBN	O	expand	conj_and	6	16	['P1,620 1535 762 1569']
18	as	as	IN	O	as	_	0	16	['P1,784 1544 813 1562']
19	relative	relative	JJ	O	relative	amod	21	16	['P1,835 1535 944 1562']
20	sea-level	sea-level	JJ	O	sea-level	amod	21	16	['P1,967 1535 1096 1562']
21	rose	rose	NN	O	rose	prep_as	17	16	['P1,1118 1544 1186 1562']
22	.	.	.	O	.	_	0	16	['P1,1118 1544 1186 1562']

1	In	In	IN	O	in	_	0	17	['P1,1210 1536 1240 1561']
2	addition	addition	NN	O	addition	prep_in	9	17	['P1,1263 1535 1391 1567']
3	,	,	,	O	,	_	0	17	['P1,1263 1535 1391 1567']
4	times	times	NNS	O	time	nsubj	9	17	['P1,1413 1535 1492 1562']
5	of	of	IN	O	of	_	0	17	['P1,1515 1535 1549 1562']
6	interbasinal	interbasinal	JJ	O	interbasinal	amod	8	17	['P1,1567 1535 1738 1562']
7	species	species	NNS	O	species	nn	8	17	['P1,1761 1535 1865 1569']
8	invasions	invasions	NNS	O	invasion	prep_of	4	17	['P1,1888 1535 2026 1562']
9	corresponded	corresponded	VBD	O	correspond	_	0	17	['P1,135 1579 334 1614']
10	closely	closely	RB	O	closely	advmod	9	17	['P1,347 1579 451 1614']
11	with	with	IN	O	with	_	0	17	['P1,464 1579 529 1606']
12	sea-level	sea-level	JJ	O	sea-level	amod	13	17	['P1,543 1579 672 1606']
13	rises	rises	NNS	O	rise	prep_with	9	17	['P1,685 1579 751 1606']
14	that	that	WDT	O	that	nsubj	15	17	['P1,764 1579 820 1606']
15	breached	breached	VBD	O	breach	rcmod	13	17	['P1,832 1579 966 1606']
16	tectonic	tectonic	JJ	O	tectonic	amod	17	17	['P1,978 1579 1094 1606']
17	barriers	barriers	NNS	O	barrier	dobj	15	17	['P1,1107 1579 1226 1606']
18	.	.	.	O	.	_	0	17	['P1,1107 1579 1226 1606']

1	Species	Species	NNP	O	Species	nsubj	8	18	['P1,186 1624 296 1659']
2	with	with	IN	O	with	_	0	18	['P1,312 1624 378 1651']
3	larger	larger	JJR	O	larger	amod	5	18	['P1,394 1624 480 1659']
4	geographic	geographic	JJ	O	geographic	amod	5	18	['P1,494 1624 657 1659']
5	ranges	ranges	NNS	O	range	prep_with	1	18	['P1,674 1633 769 1659']
6	were	were	VBD	O	be	cop	8	18	['P1,786 1633 856 1651']
7	more	more	RBR	O	more	advmod	8	18	['P1,873 1633 947 1651']
8	resistant	resistant	JJ	O	resistant	_	0	18	['P1,964 1624 1086 1651']
9	to	to	TO	O	to	_	0	18	['P1,1102 1628 1129 1651']
10	extinction	extinction	NN	O	extinction	prep_to	8	18	['P1,1147 1624 1294 1651']
11	during	during	IN	O	during	_	0	18	['P1,1310 1624 1405 1659']
12	the	the	DT	O	the	det	14	18	['P1,1421 1624 1466 1651']
13	Late	Late	JJ	MISC	late	amod	14	18	['P1,1482 1625 1546 1651']
14	Devonian	Devonian	JJ	MISC	devonian	prep_during	8	18	['P1,1563 1624 1714 1651']
15	.	.	.	O	.	_	0	18	['P1,1563 1624 1714 1651']

1	This	This	DT	O	this	det	2	19	['P1,1733 1624 1796 1651']
2	relationship	relationship	NN	O	relationship	nsubjpass	4	19	['P1,1813 1624 1986 1659']
3	is	is	VBZ	O	be	auxpass	4	19	['P1,2004 1624 2026 1651']
4	re?ected	reflected	VBN	O	re?ected	_	0	19	['P1,134 1670 262 1697']
5	partly	partly	RB	O	partly	advmod	4	19	['P1,272 1670 358 1704']
6	in	in	IN	O	in	_	0	19	['P1,369 1670 396 1696']
7	a	a	DT	O	a	det	9	19	['P1,407 1679 423 1696']
8	general	general	JJ	O	general	amod	9	19	['P1,433 1670 540 1704']
9	trend	trend	NN	O	trend	prep_in	4	19	['P1,550 1670 626 1697']
10	towards	towards	IN	O	towards	_	0	19	['P1,636 1670 751 1697']
11	increased	increased	VBN	O	increase	amod	13	19	['P1,763 1670 901 1697']
12	extinction	extinction	NN	O	extinction	nn	13	19	['P1,912 1670 1059 1697']
13	resistance	resistance	NN	O	resistance	prep_towards	9	19	['P1,1068 1670 1213 1697']
14	in	in	IN	O	in	_	0	19	['P1,1224 1670 1252 1696']
15	taxa	taxa	NN	O	taxa	prep_in	13	19	['P1,1262 1674 1323 1696']
16	that	that	WDT	O	that	nsubjpass	18	19	['P1,1333 1670 1388 1696']
17	are	are	VBP	O	be	auxpass	18	19	['P1,1398 1679 1441 1697']
18	found	found	VBN	O	find	rcmod	13	19	['P1,1453 1670 1538 1697']
19	farther	farther	RBR	O	farther	advmod	20	19	['P1,1549 1670 1646 1697']
20	offshore	offshore	JJ	O	offshore	advmod	18	19	['P1,1656 1670 1777 1697']
21	in	in	IN	O	in	_	0	19	['P1,1788 1670 1816 1696']
22	environments	enviromttents	NNS	O	environment	prep_in	18	19	['P1,1827 1670 2026 1697']
23	that	that	WDT	O	that	nsubj	25	19	['P1,134 1714 190 1741']
24	potentially	potentially	RB	O	potentially	advmod	25	19	['P1,199 1714 357 1749']
25	included	included	VBD	O	include	rcmod	22	19	['P1,369 1714 496 1741']
26	more	more	JJR	O	more	amod	27	19	['P1,506 1723 581 1741']
27	area	area	NN	O	area	dobj	25	19	['P1,594 1723 660 1741']
28	.	.	.	O	.	_	0	19	['P1,594 1723 660 1741']

1	For	For	IN	O	for	_	0	20	['P1,674 1715 725 1741']
2	example	example	NN	O	example	prep_for	5	20	['P1,736 1714 868 1749']
3	,	,	,	O	,	_	0	20	['P1,736 1714 868 1749']
4	there	there	EX	O	there	expl	5	20	['P1,880 1714 953 1741']
5	is	is	VBZ	O	be	_	0	20	['P1,965 1714 988 1741']
6	an	an	DT	O	a	det	9	20	['P1,1000 1723 1034 1741']
7	increased	increased	VBN	O	increase	amod	9	20	['P1,1046 1714 1184 1741']
8	survival	survival	NN	O	survival	nn	9	20	['P1,1196 1714 1313 1741']
9	advantage	advantage	NN	O	advantage	nsubj	5	20	['P1,1325 1714 1473 1749']
10	for	for	IN	O	for	_	0	20	['P1,1486 1714 1528 1741']
11	species	species	NNS	O	species	prep_for	9	20	['P1,1539 1714 1643 1749']
12	that	that	WDT	O	that	nsubj	13	20	['P1,1655 1714 1710 1741']
13	inhabited	inhabited	VBD	O	inhabit	rcmod	9	20	['P1,1722 1714 1858 1741']
