               PALAIOS              PALAIOS ['P1,857 100 996 129']
            University           University ['P1,683 565 808 596']
                    of                   of ['P1,819 564 847 596']
                Kansas               Kansas ['P1,853 565 948 593']
                     ,                    , ['P1,853 565 948 593']
                  1475                 1475 ['P1,963 564 1023 589']
               Jayhawk              Jayhawk ['P1,1034 564 1143 596']
                 Blvd.                Blvd. ['P1,1152 564 1221 593']
                     ,                    , ['P1,1152 564 1221 593']
                   120                  120 ['P1,1236 564 1281 589']
               Lindley              Lindley ['P1,1291 564 1383 596']
                  Hall                 Hall ['P1,1394 564 1453 593']
                     ,                    , ['P1,1394 564 1453 593']
              Lawrence             Lawrence ['P1,1467 565 1593 593']
                     ,                    , ['P1,1467 565 1593 593']
                    KS                   KS ['P1,1606 564 1642 589']
                 66045                66045 ['P1,1653 563 1734 593']
                     ,                    , ['P1,1653 563 1734 593']
                   USA                  USA ['P1,1751 564 1813 593']
                     ;                    ; ['P1,1751 564 1813 593']
X                    2                    ' ['P1,202 604 212 619']
               Natural              Natural ['P1,220 605 317 630']
               History              History ['P1,327 606 419 637']
                Museum               Museum ['P1,429 606 533 630']
                   and                  and ['P1,544 605 591 630']
          Biodiversity         Biodiversity ['P1,600 605 749 637']
              Research             Research ['P1,759 605 874 630']
                Center               Center ['P1,886 605 973 634']
                     ,                    , ['P1,886 605 973 634']
            University           University ['P1,989 606 1114 637']
                    of                   of ['P1,1125 605 1153 637']
                Kansas               Kansas ['P1,1159 606 1254 634']
                     ,                    , ['P1,1159 606 1254 634']
                  1475                 1475 ['P1,1269 605 1329 630']
               Jayhawk              Jayhawk ['P1,1339 605 1448 637']
                 Blvd.                Blvd. ['P1,1457 605 1526 634']
                     ,                    , ['P1,1457 605 1526 634']
              Lawrence             Lawrence ['P1,1540 606 1666 634']
                     ,                    , ['P1,1540 606 1666 634']
                    KS                   KS ['P1,1679 605 1716 630']
            66045-7613           66045-7613 ['P1,1727 605 1879 634']
                     ,                    , ['P1,1727 605 1879 634']
                   USA                  USA ['P1,1896 605 1948 630']
X               e-mail               e-maih ['P1,861 646 948 671']
.                    :                      ['P1,861 646 948 671']
X jennings.debra@gmail.com ennings.debralgmaikcom ['P1,956 646 1301 678']
              ABSTRACT             ABSTRACT ['P1,884 835 1275 894']
            Geospatial           Geospatial ['P1,12 995 338 1070']
                  data                 data ['P1,361 996 495 1054']
             collected            collected ['P1,517 996 783 1054']
                  with                 with ['P1,806 995 940 1054']
                     a                    a ['P1,963 1013 996 1054']
                 Nikon                Nikon ['P1,1019 995 1205 1054']
                 Total                Total ['P1,1228 996 1389 1054']
               Station              Station ['P1,1413 995 1630 1054']
                  from                 from ['P1,1651 995 1802 1054']
                     a                    a ['P1,1823 1013 1857 1054']
              dinosaur             dinosaur ['P1,1879 995 2150 1054']
                quarry               quarry ['P1,12 1105 225 1161']
                    in                   in ['P1,248 1087 307 1144']
                   the                  the ['P1,329 1088 423 1145']
                 upper                upper ['P1,446 1105 630 1161']
                  part                 part ['P1,651 1091 782 1161']
                    of                   of ['P1,804 1087 867 1145']
                   the                  the ['P1,884 1088 978 1145']
              Morrison             Morrison ['P1,1000 1087 1291 1145']
             Formation            Formation ['P1,1312 1087 1639 1145']
                    in                   in ['P1,1660 1087 1718 1144']
         north-central        north-central ['P1,1739 1088 2150 1145']
               Wyoming              Wyoming ['P1,11 1179 310 1253']
                  were                 were ['P1,337 1197 483 1238']
               plotted              plotted ['P1,510 1180 724 1253']
                    on                   on ['P1,751 1197 825 1237']
                ArcGIS               ArcGIS ['P1,851 1179 1088 1238']
              ArcScene             ArcScene ['P1,1116 1179 1406 1238']
              software             software ['P1,1432 1179 1711 1238']
                     .                    . ['P1,1432 1179 1711 1238']
                   The                  The ['P1,1737 1180 1854 1237']
             resulting            resulting ['P1,1879 1179 2150 1253']
     three-dimensional    three-dimensional ['P1,11 1271 566 1330']
                  maps                 maps ['P1,595 1289 757 1345']
              indicate             indicate ['P1,787 1271 1029 1330']
                   two                  two ['P1,1058 1276 1168 1330']
              distinct             distinct ['P1,1198 1271 1425 1330']
              sauropod             sauropod ['P1,1454 1272 1740 1345']
                  bone                 bone ['P1,1768 1272 1914 1330']
X          assemblages         assem-blages ['P1,1943 1289 2147 1330', 'P1,11 1364 201 1437']
                  with                 with ['P1,238 1363 372 1422']
               closely              closely ['P1,410 1364 611 1437']
            associated           associated ['P1,649 1363 959 1422']
                  shed                 shed ['P1,996 1364 1134 1422']
              theropod             theropod ['P1,1170 1364 1449 1437']
                 teeth                teeth ['P1,1485 1364 1635 1422']
             separated            separated ['P1,1671 1364 1969 1437']
                    by                   by ['P1,2004 1364 2078 1437']
                     a                    a ['P1,2114 1381 2148 1422']
                weakly               weakly ['P1,11 1456 225 1529']
             developed            developed ['P1,259 1456 565 1529']
              paleosol             paleosol ['P1,598 1456 862 1529']
                     .                    . ['P1,598 1456 862 1529']
          Consequently         Consequently ['P1,899 1455 1333 1529']
                     ,                    , ['P1,899 1455 1333 1529']
              previous             previous ['P1,1366 1455 1628 1529']
            hypotheses           hypotheses ['P1,1660 1456 1995 1529']
                  that                 that ['P1,2027 1456 2150 1514']
                   all                  all ['P1,11 1548 85 1606']
                  bone                 bone ['P1,112 1548 259 1606']
              elements             elements ['P1,286 1548 552 1606']
                   and                  and ['P1,580 1548 693 1606']
              theropod             theropod ['P1,720 1548 999 1622']
                 teeth                teeth ['P1,1026 1548 1176 1606']
                    in                   in ['P1,1202 1547 1261 1605']
                   the                  the ['P1,1287 1548 1381 1606']
                quarry               quarry ['P1,1408 1565 1621 1622']
                  were                 were ['P1,1648 1565 1793 1606']
X      chronologically     chronolog-ically ['P1,1819 1548 2147 1622', 'P1,11 1639 173 1713']
             connected            connected ['P1,203 1640 509 1697']
                   are                  are ['P1,538 1657 635 1697']
               amended              amended ['P1,664 1640 959 1697']
                     .                    . ['P1,664 1640 959 1697']
             Synthesis            Synthesis ['P1,990 1638 1275 1713']
                    of                   of ['P1,1304 1638 1367 1697']
            geological           geological ['P1,1390 1639 1691 1713']
                   and                  and ['P1,1720 1640 1834 1697']
X      paleontological     paleonto-logical ['P1,1862 1640 2147 1713', 'P1,11 1731 209 1805']
                  data                 data ['P1,237 1732 371 1789']
              provides             provides ['P1,397 1731 659 1805']
              evidence             evidence ['P1,687 1731 948 1789']
                  that                 that ['P1,975 1732 1098 1789']
                     a                    a ['P1,1124 1749 1158 1789']
              juvenile             juvenile ['P1,1178 1731 1426 1805']
          Camarasaurus         Camarasaurus ['P1,1453 1731 1888 1790']
                   was                  was ['P1,1916 1749 2029 1790']
                   the                  the ['P1,2055 1732 2148 1789']
                center               center ['P1,12 1828 202 1882']
                    of                   of ['P1,222 1823 285 1882']
               feeding              feeding ['P1,299 1823 522 1897']
              activity             activity ['P1,543 1823 769 1897']
                    in                   in ['P1,788 1823 847 1880']
                     a                    a ['P1,867 1841 900 1882']
         shallow-water        shallow-water ['P1,921 1824 1368 1895']
                     ,                    , ['P1,921 1824 1368 1895']
  palustrine-lacustrine palustrine-lacustrine ['P1,1387 1823 2027 1897']
X              setting             set-ting ['P1,2043 1828 2147 1882', 'P1,11 1915 129 1989']
                    in                   in ['P1,158 1915 216 1973']
                   the                  the ['P1,245 1916 338 1974']
                 lower                lower ['P1,366 1916 537 1974']
            assemblage           assemblage ['P1,566 1916 928 1989']
                     .                    . ['P1,566 1916 928 1989']
                   The                  The ['P1,959 1916 1076 1974']
                  high                 high ['P1,1104 1915 1238 1989']
                 ratio                ratio ['P1,1267 1915 1412 1974']
                    of                   of ['P1,1441 1915 1504 1974']
              juvenile             juvenile ['P1,1522 1915 1769 1989']
                    to                   to ['P1,1797 1920 1855 1974']
                 adult                adult ['P1,1884 1916 2043 1974']
X           allosaurid          al-losaurid ['P1,2070 1916 2146 1974', 'P1,11 2007 262 2066']
                 teeth                teeth ['P1,290 2008 440 2066']
              suggests             suggests ['P1,470 2012 719 2082']
                   one                  one ['P1,749 2025 854 2066']
                    or                   or ['P1,884 2025 950 2066']
                   two                  two ['P1,978 2012 1088 2066']
                adults               adults ['P1,1117 2008 1302 2066']
                    in                   in ['P1,1331 2007 1390 2065']
                   the                  the ['P1,1418 2008 1512 2066']
               company              company ['P1,1541 2025 1819 2081']
                    of                   of ['P1,1849 2007 1911 2066']
               several              several ['P1,1935 2008 2149 2066']
             juveniles            juveniles ['P1,6 2099 281 2173']
                during               during ['P1,316 2099 522 2174']
                     a                    a ['P1,557 2117 590 2158']
            scavenging           scavenging ['P1,625 2099 959 2174']
                 event                event ['P1,994 2104 1172 2158']
                     .                    . ['P1,994 2104 1172 2158']
                     A                    A ['P1,1206 2099 1256 2157']
                  high                 high ['P1,1291 2099 1425 2174']
             incidence            incidence ['P1,1459 2099 1746 2158']
                    of                   of ['P1,1779 2099 1842 2158']
              theropod             theropod ['P1,1871 2100 2149 2174']
                 teeth                teeth ['P1,11 2192 161 2249']
                    in                   in ['P1,196 2191 254 2248']
                   the                  the ['P1,289 2192 383 2249']
                 upper                upper ['P1,418 2209 601 2265']
            assemblage           assemblage ['P1,636 2192 982 2265']
              suggests             suggests ['P1,1017 2195 1266 2265']
                  that                 that ['P1,1301 2192 1424 2249']
               another              another ['P1,1458 2192 1697 2249']
               feeding              feeding ['P1,1730 2190 1953 2265']
                 event                event ['P1,1987 2195 2150 2249']
                   may                  may ['P1,11 2301 141 2357']
                  have                 have ['P1,169 2284 311 2342']
              occurred             occurred ['P1,339 2284 630 2355']
                     ,                    , ['P1,339 2284 630 2355']
                   but                  but ['P1,658 2284 761 2341']
                  data                 data ['P1,788 2284 922 2341']
                  loss                 loss ['P1,949 2284 1059 2341']
                  from                 from ['P1,1087 2283 1237 2341']
               initial              initial ['P1,1264 2283 1442 2341']
           traditional          traditional ['P1,1470 2283 1796 2341']
            excavation           excavation ['P1,1822 2283 2149 2342']
            techniques           techniques ['P1,11 2375 337 2449']
             precludes            precludes ['P1,374 2376 668 2449']
                     a                    a ['P1,706 2393 740 2434']
                  more                 more ['P1,776 2393 934 2434']
              detailed             detailed ['P1,971 2375 1212 2434']
        interpretation       interpretation ['P1,1249 2375 1696 2449']
                     .                    . ['P1,1249 2375 1696 2449']
              Although             Although ['P1,1732 2375 2020 2449']
                   the                  the ['P1,2055 2376 2148 2434']
                 Upper                Upper ['P1,11 2468 206 2541']
              Jurassic             Jurassic ['P1,242 2467 494 2532']
              Morrison             Morrison ['P1,531 2467 822 2526']
             Formation            Formation ['P1,859 2467 1186 2526']
                    in                   in ['P1,1222 2467 1281 2525']
                   the                  the ['P1,1318 2468 1412 2526']
               western              western ['P1,1450 2472 1688 2526']
                United               United ['P1,1724 2467 1931 2526']
                States               States ['P1,1967 2467 2148 2526']
                yields               yields ['P1,11 2559 185 2633']
              abundant             abundant ['P1,226 2560 522 2618']
              sauropod             sauropod ['P1,561 2560 847 2633']
                   and                  and ['P1,888 2560 1002 2618']
              theropod             theropod ['P1,1042 2560 1320 2633']
               remains              remains ['P1,1361 2559 1624 2631']
                     ,                    , ['P1,1361 2559 1624 2631']
                   few                  few ['P1,1664 2559 1770 2618']
                 sites                sites ['P1,1810 2559 1939 2618']
X          documenting         docu-menting ['P1,1979 2560 2147 2618', 'P1,11 2651 262 2726']
         theropod-prey        theropod-prey ['P1,288 2652 731 2726']
          interactions         interactions ['P1,757 2651 1119 2710']
                  have                 have ['P1,1145 2652 1287 2710']
                  been                 been ['P1,1312 2652 1455 2710']
              reported             reported ['P1,1481 2652 1763 2726']
                     .                    . ['P1,1481 2652 1763 2726']
              Evidence             Evidence ['P1,1789 2651 2067 2710']
                    of                   of ['P1,2090 2651 2153 2710']
              theropod             theropod ['P1,11 2744 289 2817']
               feeding              feeding ['P1,312 2742 535 2817']
            activities           activities ['P1,559 2743 828 2801']
                   has                  has ['P1,851 2744 952 2801']
                  been                 been ['P1,975 2744 1118 2801']
X             dif?cult            difficult ['P1,1141 2742 1379 2801']
                    to                   to ['P1,1401 2747 1458 2801']
             establish            establish ['P1,1481 2742 1746 2801']
                    in                   in ['P1,1768 2743 1826 2800']
             seemingly            seemingly ['P1,1847 2742 2149 2817']
           homogeneous          homogeneous ['P1,11 2836 425 2909']
           continental          continental ['P1,460 2835 801 2893']
              deposits             deposits ['P1,835 2835 1081 2909']
                  with                 with ['P1,1114 2835 1248 2893']
           traditional          traditional ['P1,1281 2835 1608 2893']
            excavation           excavation ['P1,1641 2835 1966 2893']
X           techniques          tech-niques ['P1,1999 2836 2147 2893', 'P1,11 2927 209 3001']
                 alone                alone ['P1,244 2928 422 2986']
                     .                    . ['P1,244 2928 422 2986']
            Geographic           Geographic ['P1,459 2927 817 3001']
           Information          Information ['P1,851 2927 1226 2986']
               Systems              Systems ['P1,1261 2927 1505 3001']
                     (                    ( ['P1,1541 2927 1708 2998']
                   GIS                  GIS ['P1,1541 2927 1708 2998']
                     )                    ) ['P1,1541 2927 1708 2998']
                    is                   is ['P1,1742 2927 1788 2986']
                     a                    a ['P1,1823 2945 1857 2986']
              valuable             valuable ['P1,1890 2928 2149 2986']
                  tool                 tool ['P1,11 3020 125 3078']
                  that                 that ['P1,153 3020 276 3078']
                allows               allows ['P1,302 3020 492 3078']
       paleontologists      paleontologists ['P1,519 3019 973 3093']
                    to                   to ['P1,1001 3024 1059 3078']
             establish            establish ['P1,1087 3019 1353 3078']
   chronostratigraphic  chronostratigraphic ['P1,1380 3019 1995 3093']
X          constraints         con-straints ['P1,2019 3037 2147 3078', 'P1,12 3111 241 3170']
                    in                   in ['P1,264 3111 322 3169']
               complex              complex ['P1,345 3112 600 3185']
           continental          continental ['P1,621 3111 964 3170']
           assemblages          assemblages ['P1,986 3112 1378 3185']
                     ,                    , ['P1,986 3112 1378 3185']
                assess               assess ['P1,1401 3129 1578 3170']
                   the                  the ['P1,1600 3112 1694 3170']
                degree               degree ['P1,1715 3112 1916 3185']
                    of                   of ['P1,1937 3111 2000 3170']
                  time                 time ['P1,2014 3111 2148 3170']
             averaging            averaging ['P1,12 3203 331 3278']
                     ,                    , ['P1,12 3203 331 3278']
                   and                  and ['P1,359 3204 472 3262']
              evaluate             evaluate ['P1,500 3204 754 3262']
             important            important ['P1,780 3203 1092 3278']
            geospatial           geospatial ['P1,1118 3203 1424 3278']
              patterns             patterns ['P1,1450 3208 1721 3278']
                     .                    . ['P1,1450 3208 1721 3278']
          INTRODUCTION         INTRODUCTION ['P1,809 3418 1353 3475']
                   The                  The ['P2,83 58 193 115']
               purpose              purpose ['P2,223 76 450 133']
                    of                   of ['P2,482 58 544 115']
                  this                 this ['P2,570 58 671 115']
                 paper                paper ['P2,703 76 864 133']
                    is                   is ['P2,893 58 937 115']
                    to                   to ['P2,970 67 1023 115']
              document             document ['P2,1055 58 1338 115']
                    an                   an ['P2,1369 76 1434 115']
            Allosaurus           Allosaurus ['P2,1460 58 1775 116']
               feeding              feeding ['P2,1806 58 2020 133']
                  site                 site ['P2,2053 58 2148 115']
                    in                   in ['P2,11 149 66 206']
                   the                  the ['P2,92 149 179 207']
                 Upper                Upper ['P2,206 151 386 224']
              Jurassic             Jurassic ['P2,412 149 637 207']
              Morrison             Morrison ['P2,665 149 933 207']
             Formation            Formation ['P2,959 149 1259 207']
                  near                 near ['P2,1286 168 1410 207']
           Thermopolis          Thermopolis ['P2,1436 149 1818 224']
                     ,                    , ['P2,1436 149 1818 224']
               Wyoming              Wyoming ['P2,1846 149 2146 224']
                     ,                    , ['P2,1846 149 2146 224']
                United               United ['P2,11 241 206 299']
                States               States ['P2,234 242 417 310']
                     ,                    , ['P2,234 242 417 310']
                   and                  and ['P2,447 242 549 299']
                    to                   to ['P2,574 250 628 299']
            illustrate           illustrate ['P2,654 241 904 299']
                   the                  the ['P2,930 242 1016 299']
            usefulness           usefulness ['P2,1041 241 1338 299']
                    of                   of ['P2,1365 241 1428 299']
            Geographic           Geographic ['P2,1449 241 1781 316']
           Information          Information ['P2,1806 241 2149 299']
               Systems              Systems ['P2,13 334 248 408']
                     (                    ( ['P2,286 334 443 405']
                   GIS                  GIS ['P2,286 334 443 405']
                     )                    ) ['P2,286 334 443 405']
                   for                  for ['P2,480 334 563 391']
            taphonomic           taphonomic ['P2,596 334 934 408']
       reconstructions      reconstructions ['P2,968 334 1422 391']
                     .                    . ['P2,968 334 1422 391']
              Although             Although ['P2,1459 334 1730 408']
                   the                  the ['P2,1763 334 1849 391']
              Morrison             Morrison ['P2,1882 334 2149 391']
             Formation            Formation ['P2,11 426 311 483']
                   has                  has ['P2,332 426 425 483']
               yielded              yielded ['P2,447 426 659 500']
              abundant             abundant ['P2,682 426 944 483']
              sauropod             sauropod ['P2,967 426 1228 500']
                   and                  and ['P2,1250 426 1351 483']
              theropod             theropod ['P2,1372 426 1627 500']
               remains              remains ['P2,1647 426 1890 494']
                     ,                    , ['P2,1647 426 1890 494']
                   few                  few ['P2,1913 426 2018 484']
X             theropod             the-ropo ['P2,2038 426 2146 483', 'P2,10 518 329 592']
X                    ?                    d ['P2,2038 426 2146 483', 'P2,10 518 329 592']
X                 prey                -prey ['P2,2038 426 2146 483', 'P2,10 518 329 592']
          interactions         interactions ['P2,353 518 686 575']
                  have                 have ['P2,710 518 845 576']
                  been                 been ['P2,867 518 1003 575']
            documented           documented ['P2,1026 518 1391 575']
                     .                    . ['P2,1026 518 1391 575']
                 Tooth                Tooth ['P2,1417 518 1866 592']
X                    ?                    - ['P2,1417 518 1866 592']
               damaged              damaged ['P2,1417 518 1866 592']
              sauropod             sauropod ['P2,1889 518 2149 592']
                 bones                bones ['P2,10 610 176 667']
                   led                  led ['P2,202 610 288 667']
                    to                   to ['P2,312 619 366 667']
            hypotheses           hypotheses ['P2,391 610 708 685']
                    of                   of ['P2,735 610 797 667']
              theropod             theropod ['P2,815 610 1071 685']
               feeding              feeding ['P2,1095 610 1308 685']
            activities           activities ['P2,1334 610 1590 668']
                     (                    ( ['P2,1617 611 1782 681']
                  Hunt                 Hunt ['P2,1617 611 1782 681']
                    et                   et ['P2,1805 619 1856 667']
                   al.                  al. ['P2,1879 610 1961 678']
                     ,                    , ['P2,1879 610 1961 678']
                  1994                 1994 ['P2,1992 610 2145 678']
                     ;                    ; ['P2,1992 610 2145 678']
                 Chure                Chure ['P2,12 701 185 759']
                    et                   et ['P2,213 710 264 759']
                   al.                  al. ['P2,291 701 372 769']
                     ,                    , ['P2,291 701 372 769']
                  1998                 1998 ['P2,408 702 561 769']
                     ;                    ; ['P2,408 702 561 769']
              Jacobsen             Jacobsen ['P2,590 701 865 769']
                     ,                    , ['P2,590 701 865 769']
                  1998                 1998 ['P2,900 702 1058 772']
                     )                    ) ['P2,900 702 1058 772']
                   and                  and ['P2,1087 701 1189 759']
          speculations         speculations ['P2,1217 701 1568 776']
                 about                about ['P2,1596 701 1754 759']
              theropod             theropod ['P2,1778 701 2034 776']
X             parental            pa-rental ['P2,2058 720 2147 776', 'P2,10 794 173 851']
              behavior             behavior ['P2,196 793 449 851']
                     (                    ( ['P2,472 793 710 865']
                Bakker               Bakker ['P2,472 793 710 865']
                     ,                    , ['P2,472 793 710 865']
                  1997                 1997 ['P2,742 794 916 864']
                     )                    ) ['P2,742 794 916 864']
                     .                    . ['P2,742 794 916 864']
            Allosaurid           Allosaurid ['P2,943 793 1246 851']
               feeding              feeding ['P2,1268 793 1481 868']
                events               events ['P2,1505 802 1685 851']
            associated           associated ['P2,1709 793 2003 851']
                  with                 with ['P2,2022 793 2149 851']
              sauropod             sauropod ['P2,13 885 274 960']
               remains              remains ['P2,298 885 524 943']
                  have                 have ['P2,548 885 683 943']
                  been                 been ['P2,707 886 842 943']
           interpreted          interpreted ['P2,866 885 1178 960']
                  from                 from ['P2,1201 885 1340 943']
                   the                  the ['P2,1363 886 1449 943']
                  Howe                 Howe ['P2,1474 887 1644 943']
                Quarry               Quarry ['P2,1669 886 1873 960']
                    in                   in ['P2,1896 885 1951 942']
X             northern            north-ern ['P2,1973 886 2146 943', 'P2,12 996 102 1035']
               Wyoming              Wyoming ['P2,136 978 420 1052']
                     (                    ( ['P2,459 978 714 1052']
               Lockley              Lockley ['P2,459 978 714 1052']
                    et                   et ['P2,751 986 801 1035']
                   al.                  al. ['P2,837 978 919 1046']
                     ,                    , ['P2,837 978 919 1046']
                  1998                 1998 ['P2,964 978 1138 1049']
                     )                    ) ['P2,964 978 1138 1049']
                     ,                    , ['P2,964 978 1138 1049']
X                 Como                Corno ['P2,1176 978 1350 1035']
                 Bluff                Bluff ['P2,1385 978 1551 1046']
                     ,                    , ['P2,1385 978 1551 1046']
               Wyoming              Wyoming ['P2,1588 978 1872 1052']
                     (                    ( ['P2,1909 978 2147 1049']
                Bakker               Bakker ['P2,1909 978 2147 1049']
                     ,                    , ['P2,1909 978 2147 1049']
                  1997                 1997 ['P2,18 1070 193 1141']
                     )                    ) ['P2,18 1070 193 1141']
                     ,                    , ['P2,18 1070 193 1141']
                   and                  and ['P2,224 1070 325 1127']
                   one                  one ['P2,353 1088 454 1127']
                 Upper                Upper ['P2,481 1071 661 1144']
              Jurassic             Jurassic ['P2,686 1070 912 1128']
                quarry               quarry ['P2,940 1088 1128 1144']
                    in                   in ['P2,1156 1070 1210 1127']
              Thailand             Thailand ['P2,1237 1070 1493 1127']
                     (                    ( ['P2,1521 1070 1814 1141']
             Buffetaut            Buffetaut ['P2,1521 1070 1814 1141']
                   and                  and ['P2,1841 1070 1942 1127']
X           Suteethorn           Sutee-thor ['P2,1968 1070 2147 1128', 'P2,11 1162 177 1230']
X                    ,                   n, ['P2,1968 1070 2147 1128', 'P2,11 1162 177 1230']
                  1989                 1989 ['P2,216 1163 391 1233']
                     )                    ) ['P2,216 1163 391 1233']
                     ,                    , ['P2,216 1163 391 1233']
                 based                based ['P2,422 1162 586 1219']
                    on                   on ['P2,616 1180 685 1219']
                   the                  the ['P2,714 1162 800 1219']
            occurrence           occurrence ['P2,830 1180 1143 1219']
                    of                   of ['P2,1173 1162 1235 1219']
                  shed                 shed ['P2,1262 1162 1391 1219']
              theropod             theropod ['P2,1418 1162 1674 1237']
                 teeth                teeth ['P2,1701 1162 1856 1230']
                     ,                    , ['P2,1701 1162 1856 1230']
              sauropod             sauropod ['P2,1889 1162 2149 1237']
               remains              remains ['P2,10 1253 253 1321']
                     ,                    , ['P2,10 1253 253 1321']
                   and                  and ['P2,285 1253 386 1311']
              dinosaur             dinosaur ['P2,415 1253 662 1311']
                tracks               tracks ['P2,688 1253 857 1311']
                within               within ['P2,887 1253 1069 1311']
                   the                  the ['P2,1097 1253 1183 1311']
                  same                 same ['P2,1214 1272 1357 1311']
                quarry               quarry ['P2,1386 1272 1587 1328']
                     .                    . ['P2,1386 1272 1587 1328']
                  High                 High ['P2,1619 1253 1762 1328']
             incidence            incidence ['P2,1789 1253 2063 1311']
                    of                   of ['P2,2090 1253 2153 1311']
              theropod             theropod ['P2,11 1346 266 1420']
                 teeth                teeth ['P2,292 1346 431 1403']
                    is                   is ['P2,458 1345 502 1403']
                     a                    a ['P2,531 1364 561 1403']
        characteristic       characteristic ['P2,587 1345 968 1403']
             connected            connected ['P2,996 1345 1286 1403']
                  with                 with ['P2,1311 1345 1438 1403']
              theropod             theropod ['P2,1463 1346 1719 1420']
               feeding              feeding ['P2,1744 1345 1957 1420']
                     (                    ( ['P2,1984 1346 2146 1416', 'P2,11 1456 103 1495']
X               Molnar              Mol-nar ['P2,1984 1346 2146 1416', 'P2,11 1456 103 1495']
                   and                  and ['P2,129 1437 230 1495']
                Farlow               Farlow ['P2,255 1437 471 1506']
                     ,                    , ['P2,255 1437 471 1506']
                  1990                 1990 ['P2,506 1438 659 1505']
                     ;                    ; ['P2,506 1438 659 1505']
                Farlow               Farlow ['P2,687 1437 889 1495']
                   and                  and ['P2,917 1438 1018 1495']
                 Holtz                Holtz ['P2,1044 1438 1217 1506']
                     ,                    , ['P2,1044 1438 1217 1506']
                  2002                 2002 ['P2,1246 1438 1427 1508']
                     )                    ) ['P2,1246 1438 1427 1508']
                     ,                    , ['P2,1246 1438 1427 1508']
                   but                  but ['P2,1454 1438 1546 1495']
                 bones                bones ['P2,1569 1437 1735 1495']
                   and                  and ['P2,1763 1437 1864 1495']
                 teeth                teeth ['P2,1888 1437 2027 1495']
                   can                  can ['P2,2051 1456 2149 1495']
X                    *                    ~ ['P2,14 1738 37 1767']
         Corresponding        Corresponding ['P2,58 1738 427 1801']
                author               author ['P2,448 1738 613 1787']
                     .                    . ['P2,448 1738 613 1787']
